date,djia
2012-03-28,124.01983756552369
2012-03-29,124.20511793317436
2012-03-30,124.83078167340014
2012-04-02,125.32634288111444
2012-04-03,124.71277291297396
2012-04-04,123.53363013465662
2012-04-05,123.39559106421416
2012-04-09,122.16212079410734
2012-04-10,120.1434056818053
2012-04-11,120.98864697145493
2012-04-12,122.70057709968671
2012-04-13,121.40626003877566
2012-04-16,122.08483403187466
2012-04-17,123.9190246372813
2012-04-18,123.13680323810749
2012-04-19,122.4881802274385
2012-04-20,123.10382881265612
2012-04-23,122.13925600625856
2012-04-24,122.84211202612256
2012-04-25,123.68451883793968
2012-04-26,124.76067558834312
2012-04-27,124.9845048545157
2012-04-30,124.84580440591236
2012-05-01,125.46646056863408
2012-05-02,125.36489177963637
2012-05-03,124.77928865944315
2012-05-04,123.18895763022536
2012-05-07,122.90796639443084
2012-05-08,122.18574144271143
2012-05-09,121.26897682908856
2012-05-10,121.45775305273266
2012-05-11,121.13235499756235
2012-05-14,119.94896050249625
2012-05-15,119.350413266868
2012-05-16,119.03436898854494
2012-05-17,117.55987362008172
2012-05-18,116.86911137230301
2012-05-21,118.14557122286932
2012-05-22,118.12979262960177
2012-05-23,118.06686722172041
2012-05-24,118.38432873895971
2012-05-25,117.67646514159162
2012-05-29,118.86562307491717
2012-05-30,117.34605950891728
2012-05-31,117.09653097706342
2012-06-01,114.49939342174385
2012-06-04,114.33773370269728
2012-06-05,114.5880180953065
2012-06-06,117.29815683354812
2012-06-07,117.7343829719689
2012-06-08,118.61533868230795
2012-06-11,117.26452102993588
2012-06-12,118.80052456736419
2012-06-13,118.069040321392
2012-06-14,119.53852811235113
2012-06-15,120.62753449559523
2012-06-18,120.3880211187495
2012-06-19,121.29042437802109
2012-06-20,121.1681639008462
2012-06-21,118.79835146769264
2012-06-22,119.43336898476565
2012-06-25,118.12837539068556
2012-06-26,118.43081417541259
2012-06-27,119.30326645225418
2012-06-28,119.06942203107344
2012-06-29,121.69443195174586
2012-07-02,121.61223209460354
2012-07-03,122.29656952596191
2012-07-05,121.85108409328836
2012-07-06,120.67761027063595
2012-07-09,120.33577224403723
2012-07-10,119.54996050627555
2012-07-11,119.09086958000601
2012-07-12,118.79551698986015
2012-07-13,120.72126122925636
2012-07-16,120.24998204830706
2012-07-17,120.99006421037114
2012-07-18,121.96474665437135
2012-07-19,122.29222332661878
2012-07-20,121.15096806866241
2012-07-23,120.1956545565176
2012-07-24,119.21171281826464
2012-07-25,119.76660909527249
2012-07-26,121.76850630576835
2012-07-27,123.5422280507485
2012-07-30,123.51719016322815
2012-07-31,122.90938363334705
2012-08-01,122.55394011315235
2012-08-02,121.68299955782149
2012-08-03,123.73601185189665
2012-08-06,123.93763770838137
2012-08-07,124.42034928325505
2012-08-08,124.48686502972424
2012-08-09,124.38813071855905
2012-08-10,124.79213829228382
2012-08-13,124.42819133859163
2012-08-14,124.45379612167848
2012-08-15,124.38425693218798
2012-08-16,125.19047691034359
2012-08-17,125.42753373973447
2012-08-20,125.39389793612223
2012-08-21,124.75084939852378
2012-08-22,124.45965404253228
2012-08-23,123.37026972891054
2012-08-24,124.31991428539035
2012-08-27,124.00528724598357
2012-08-28,123.80044898128868
2012-08-29,123.84287166618168
2012-08-30,122.83408100559713
2012-08-31,123.68565262907269
2012-09-04,123.16694318572634
2012-09-05,123.27597609968292
2012-09-06,125.58626449835413
2012-09-07,125.7245870165798
2012-09-10,125.22997063480969
2012-09-11,125.88256191444414
2012-09-12,125.97695002626615
2012-09-13,127.92811008356043
2012-09-14,128.43368644628288
2012-09-17,128.0532050385678
2012-09-18,128.1622379525244
2012-09-19,128.28808876828708
2012-09-20,128.46732224989515
2012-09-21,128.302355640044
2012-09-24,128.1081939085182
2012-09-25,127.15042384891858
2012-09-26,126.7343225031085
2012-09-27,127.41894338225012
2012-09-28,126.95749039112015
2012-10-01,127.69426566237968
2012-10-02,127.38483516566579
2012-10-03,127.50057634382595
2012-10-04,128.26352329373884
2012-10-05,128.59222823971368
2012-10-08,128.34184936451007
2012-10-09,127.30140703479609
2012-10-10,126.08673880097808
2012-10-11,125.9111901405523
2012-10-12,125.93443285877876
2012-10-15,126.83560784432294
2012-10-16,128.04073333610486
2012-10-17,128.0900532503902
2012-10-18,128.01390027929057
2012-10-19,126.0729443421933
2012-10-22,126.0954311996644
2012-10-23,123.79610278194552
2012-10-24,123.5581011266105
2012-10-25,123.80696828030342
2012-10-26,123.84032063613243
2012-10-31,123.73875184713472
2012-11-01,125.0252268527092
2012-11-02,123.70757259097729
2012-11-05,123.88973503301224
2012-11-06,125.1486211210171
2012-11-07,122.19178832875409
2012-11-08,121.04467514994387
2012-11-09,121.08312956587136
2012-11-12,121.08020060544445
2012-11-13,120.52369812433157
2012-11-14,118.77359702795552
2012-11-15,118.50366025570769
2012-11-16,118.93761881186249
2012-11-19,120.89954988492019
2012-11-20,120.82916035207994
2012-11-21,121.28626714386677
2012-11-23,122.91883189278872
2012-11-26,122.51907603581269
2012-11-27,121.6759133632402
2012-11-28,122.68668815830749
2012-11-29,123.03353376241027
2012-11-30,123.06905921791088
2012-12-03,122.50235261660102
2012-12-04,122.37177767111744
2012-12-05,123.15324320953596
2012-12-06,123.52692187045305
2012-12-07,124.29308122857607
2012-12-10,124.43244305534037
2012-12-11,125.17469831707605
2012-12-12,125.14644802134552
2012-12-13,124.44037959327132
2012-12-14,124.1029822486102
2012-12-17,125.05139853136257
2012-12-18,126.1433338750335
2012-12-19,125.20805067290505
2012-12-20,125.77258417454338
2012-12-21,124.63047857323727
2012-12-24,124.1414366645377
2012-12-26,123.91004879081177
2012-12-27,123.73733460821848
2012-12-28,122.24261996455013
2012-12-31,123.81131447964657
2013-01-02,126.72525217404451
2013-01-03,126.52504355647604
2013-01-04,126.93934973299218
2013-01-07,126.45824436222358
2013-01-08,125.93443285877876
2013-01-09,126.51701253595064
2013-01-10,127.27958155548583
2013-01-11,127.44218610047658
2013-01-14,127.6206637213293
2013-01-15,127.88115223413544
2013-01-16,127.6576064157461
2013-01-17,128.45872433380322
2013-01-18,128.96590690063078
2013-01-22,129.55651759832804
2013-01-23,130.19068477205133
